First_Name,Last_Name,Phone,Email,Register_Number,Institution_Name,Mode,Course_Name,Total,Entry_Date,Payment_Status
angjw,bjtiz,(015)312-838-1,angjwbjtiz@yahoo.com,0nm86811216,nitte,Offline,Web Development-15weeks,3000,14-7-2022 13:18:7,not paid
rob,lbb,(987)008-212-0,roblbb@outlook.com,7mp37275672,mite,Online,Cyber Security-l0,4500,4-1-2022 12:21:4,not paid
ldfni,whetm,(057)848-040-3,ldfniwhetm@outlook.com,2mp89238183,mite,Offline,Web Development-15weeks,3000,24-6-2023 17:25:25,not paid
hyvu,mhrq,(221)299-680-9,hyvumhrq@gmail.com,1nm08644692,nitte,Offline,iot,4000,26-5-2022 16:32:12,not paid
ywvrdpls,yqkvf,(727)085-962-6,ywvrdplsyqkvf@yahoo.com,7sp11214384,sdm,Offline,Java Full-stack,5500,17-8-2023 14:41:1,not paid
ffwe,cnsp,(057)696-409-3,ffwecnsp@yahoo.com,2m44452896,manipal,Online,Web Development,5000,20-1-2022 13:30:37,paid
qsfca,ulnvg,(705)460-870-4,qsfcaulnvg@yahoo.com,9al62821995,alvas,Offline,Java Full-stack,5500,28-1-2021 13:34:32,not paid
kkhhekc,vlbxw,(523)063-045-8,kkhhekcvlbxw@yahoo.com,1mp18310996,mite,Offline,ai-ml,6000,28-7-2023 10:16:16,not paid
frljiwvc,oxxfi,(215)879-386-0,frljiwvcoxxfi@yahoo.com,0al19891528,alvas,Offline,Java Full-stack,5500,25-7-2023 17:37:48,not paid
kon,rne,(874)925-511-7,konrne@gmail.com,1mp78754500,mite,Offline,iot,4000,20-5-2022 14:47:13,not paid
bsfhmv,drumb,(013)462-423-2,bsfhmvdrumb@gmail.com,8mp54345342,mite,Offline,Web Development-15weeks,3000,8-1-2023 14:12:12,paid
ecq,djt,(269)794-603-2,ecqdjt@outlook.com,2nm55137275,nitte,Online,Cyber Security-l1,5000,4-4-2023 11:4:30,not paid
vhpkq,gdmqd,(884)574-489-7,vhpkqgdmqd@outlook.com,1sp17236255,sdm,Offline,Web Development-15weeks,3000,23-5-2021 10:32:24,not paid
lwb,rdq,(104)210-490-5,lwbrdq@yahoo.com,1mp31276953,mite,Offline,Cyber Security-l0,4500,27-10-2023 15:50:36,not paid
szt,epr,(177)684-077-2,sztepr@yahoo.com,8al14440000,alvas,Online,Web Development-15weeks,3000,21-11-2022 14:30:47,paid
xmhogs,vxzbz,(825)864-784-3,xmhogsvxzbz@yahoo.com,2nm08529298,nitte,Offline,ai-ml,6000,16-2-2023 10:31:28,not paid
lkiylbt,flind,(694)716-326-5,lkiylbtflind@gmail.com,5m01185715,manipal,Online,Web Development-15weeks,3000,6-12-2022 10:47:22,paid
pxppxhr,rlpel,(401)098-272-2,pxppxhrrlpel@outlook.com,3sp95934375,sdm,Offline,Web Development,5000,20-4-2023 15:28:1,paid
smqkrtc,gwmkk,(941)577-385-2,smqkrtcgwmkk@gmail.com,1mp10019606,mite,Online,Java Full-stack,5500,23-10-2021 17:14:41,paid
foabcz,ovetn,(426)138-103-0,foabczovetn@yahoo.com,5m14687565,manipal,Offline,Cyber Security-l1,5000,8-7-2022 16:44:39,not paid
dpglv,rdbat,(028)813-387-4,dpglvrdbat@outlook.com,9mp25951386,mite,Online,Java Full-stack,5500,8-5-2021 15:3:6,not paid
kgnjcd,kghof,(459)606-542-0,kgnjcdkghof@gmail.com,7nm85606810,nitte,Offline,Cyber Security-l0,4500,4-8-2023 16:45:22,not paid
hlrfxqc,brbzy,(483)910-079-1,hlrfxqcbrbzy@outlook.com,0m63906689,manipal,Offline,Web Development,5000,23-1-2023 15:29:13,not paid
dzro,zrqj,(333)006-473-7,dzrozrqj@gmail.com,5sp01385984,sdm,Online,ai-ml,6000,1-12-2023 12:10:43,not paid
wiu,azw,(695)319-868-5,wiuazw@outlook.com,0sp99604038,sdm,Offline,ai-ml,6000,8-2-2022 12:43:22,not paid
uyarskm,mhyiy,(526)336-437-7,uyarskmmhyiy@outlook.com,2mp06489937,mite,Online,Cyber Security-l1,5000,24-8-2023 12:46:14,paid
thbh,ueuu,(312)467-450-8,thbhueuu@gmail.com,9m27660527,manipal,Online,Web Development-15weeks,3000,21-7-2021 11:35:32,not paid
nvqzpxak,jaqws,(931)912-827-2,nvqzpxakjaqws@gmail.com,1mp01327987,mite,Online,Cyber Security-l1,5000,16-7-2022 17:23:30,paid
wfcrz,asgtb,(417)282-235-5,wfcrzasgtb@outlook.com,5sp28537850,sdm,Online,iot,4000,7-3-2022 16:7:19,not paid
hhqz,ipyz,(715)381-134-0,hhqzipyz@yahoo.com,4m86874104,manipal,Offline,Cyber Security-l1,5000,18-10-2021 15:6:9,not paid
jbdl,ziat,(462)880-214-3,jbdlziat@outlook.com,6nm14638698,nitte,Offline,Web Development,5000,8-6-2023 16:28:22,not paid
bjc,hrh,(891)350-559-2,bjchrh@yahoo.com,4nm03600933,nitte,Online,ai-ml,6000,4-2-2023 11:12:43,paid
vts,xwc,(127)026-730-0,vtsxwc@gmail.com,3mp55286330,mite,Offline,Web Development,5000,11-3-2022 11:15:39,paid
utxu,turg,(160)416-430-2,utxuturg@gmail.com,8sp07909405,sdm,Offline,Cyber Security-l1,5000,26-4-2022 14:7:5,paid
uhiri,ijsjl,(872)599-461-4,uhiriijsjl@yahoo.com,8sp32623896,sdm,Online,Cyber Security-l1,5000,20-12-2023 14:6:35,paid
psksweuk,jfkwx,(315)947-706-3,psksweukjfkwx@yahoo.com,4al35596953,alvas,Online,Cyber Security-l0,4500,1-9-2021 11:8:18,not paid
bae,nxj,(599)046-956-0,baenxj@gmail.com,0m84675906,manipal,Offline,Web Development-15weeks,3000,2-5-2023 16:46:39,paid
lejpcy,zxceq,(783)240-200-1,lejpcyzxceq@gmail.com,2m62716075,manipal,Offline,Java Full-stack,5500,27-8-2021 10:49:13,paid
aphjonjg,amfof,(310)632-844-3,aphjonjgamfof@yahoo.com,2mp94260830,mite,Online,Java Full-stack,5500,2-11-2023 14:31:7,not paid
hjqqev,nvmmp,(084)052-684-0,hjqqevnvmmp@gmail.com,3m05474708,manipal,Online,Java Full-stack,5500,4-12-2021 16:6:7,paid
hfbhee,btudy,(281)436-554-9,hfbheebtudy@outlook.com,0nm98837999,nitte,Offline,iot,4000,27-5-2022 14:45:42,not paid
kmmeqdcs,yiiod,(635)175-896-7,kmmeqdcsyiiod@outlook.com,7sp67645167,sdm,Online,Web Development-15weeks,3000,6-5-2023 16:39:22,paid
xyu,ogt,(987)870-031-0,xyuogt@yahoo.com,8nm98963039,nitte,Online,Cyber Security-l0,4500,11-1-2021 13:31:10,paid
efg,efh,(936)098-476-2,efgefh@yahoo.com,4mp17556451,mite,Online,Cyber Security-l0,4500,16-11-2021 12:40:34,paid
purli,jmboo,(930)638-604-6,purlijmboo@yahoo.com,7sp69254832,sdm,Offline,Web Development,5000,22-9-2023 15:51:29,paid
sxbo,krml,(326)571-209-4,sxbokrml@gmail.com,1nm70968664,nitte,Online,Cyber Security-l1,5000,16-3-2022 15:5:28,not paid
urgy,jhbi,(080)648-013-1,urgyjhbi@yahoo.com,5m24640644,manipal,Offline,Web Development-15weeks,3000,4-3-2023 11:50:37,paid
ipv,not,(597)440-577-1,ipvnot@outlook.com,3mp78090423,mite,Offline,iot,4000,1-9-2022 17:1:14,not paid
ojli,jmik,(582)354-096-0,ojlijmik@outlook.com,0nm90365930,nitte,Offline,Java Full-stack,5500,16-5-2023 15:28:24,paid
comm,tttt,(365)349-522-3,commtttt@gmail.com,4sp83237008,sdm,Offline,Cyber Security-l0,4500,13-3-2023 10:8:11,paid
pennx,wiphf,(675)213-984-1,pennxwiphf@yahoo.com,4m57565716,manipal,Offline,Cyber Security-l0,4500,17-6-2023 12:6:44,not paid
xeotep,xjavf,(619)185-762-4,xeotepxjavf@outlook.com,5mp10466081,mite,Online,iot,4000,16-1-2023 13:36:1,not paid
jahtbvd,rcaeg,(745)449-577-4,jahtbvdrcaeg@yahoo.com,5nm98020732,nitte,Online,iot,4000,16-5-2023 16:12:5,not paid
uqe,wye,(394)985-092-4,uqewye@gmail.com,5m43557754,manipal,Offline,Web Development,5000,17-2-2023 16:33:25,not paid
soklzqgy,jxlkg,(597)545-375-3,soklzqgyjxlkg@gmail.com,7mp96587231,mite,Offline,Cyber Security-l1,5000,18-4-2021 10:16:29,not paid
bcblj,dgofj,(181)898-092-5,bcbljdgofj@outlook.com,7nm63510007,nitte,Offline,iot,4000,4-3-2021 15:17:49,paid
fuiikm,tlcck,(571)493-266-0,fuiikmtlcck@outlook.com,0sp28389601,sdm,Online,ai-ml,6000,15-2-2021 10:33:34,paid
wrybtdne,jedrd,(558)409-780-7,wrybtdnejedrd@outlook.com,0nm87956185,nitte,Offline,ai-ml,6000,16-4-2021 14:15:9,paid
tkgfjy,vydlg,(383)220-539-1,tkgfjyvydlg@outlook.com,9mp75481267,mite,Offline,Web Development-15weeks,3000,11-7-2022 16:20:15,paid
qpgsng,ohcaa,(319)995-205-6,qpgsngohcaa@yahoo.com,9al45624109,alvas,Offline,ai-ml,6000,22-8-2023 15:45:6,paid
ynj,sma,(905)926-118-2,ynjsma@outlook.com,0nm14184393,nitte,Online,Web Development,5000,5-11-2021 10:6:10,not paid
ihvbr,ciajw,(357)925-775-7,ihvbrciajw@gmail.com,8mp20907194,mite,Offline,iot,4000,1-12-2022 17:55:15,paid
wkcybugu,obybe,(930)731-736-8,wkcybuguobybe@outlook.com,6m62896252,manipal,Offline,Cyber Security-l0,4500,11-1-2023 13:36:19,paid
qdezmxy,sbuld,(216)919-406-8,qdezmxysbuld@yahoo.com,1al24246821,alvas,Online,iot,4000,17-10-2023 17:4:15,not paid
kcozr,nltex,(378)132-220-9,kcozrnltex@outlook.com,7al19692883,alvas,Offline,iot,4000,2-7-2023 15:23:28,paid
gln,xhl,(674)697-954-8,glnxhl@outlook.com,5m19058533,manipal,Online,iot,4000,3-8-2023 13:22:10,not paid
doftxxbd,dzdge,(909)851-767-3,doftxxbddzdge@outlook.com,0mp10548257,mite,Online,ai-ml,6000,15-4-2022 13:16:36,not paid
kdd,ojx,(740)515-682-5,kddojx@gmail.com,5mp03471771,mite,Online,Web Development-15weeks,3000,22-3-2022 15:31:6,not paid
ztgyxwd,xkgsr,(314)414-269-1,ztgyxwdxkgsr@outlook.com,9mp87733264,mite,Offline,ai-ml,6000,22-1-2023 10:4:38,paid
hqozz,jddhn,(031)161-228-3,hqozzjddhn@yahoo.com,8sp85276387,sdm,Online,ai-ml,6000,15-6-2021 11:37:34,paid
sormdp,pyvxt,(606)939-889-7,sormdppyvxt@outlook.com,1mp36410547,mite,Offline,Web Development-15weeks,3000,5-3-2023 14:53:35,not paid
mym,pwp,(955)440-140-9,mympwp@outlook.com,5al91668801,alvas,Online,ai-ml,6000,4-3-2021 12:34:9,paid
tokxv,qzpaf,(971)312-605-6,tokxvqzpaf@gmail.com,4al24134049,alvas,Offline,ai-ml,6000,4-1-2022 17:26:5,paid
ovsyt,oajfv,(925)618-190-2,ovsytoajfv@gmail.com,3al13506437,alvas,Online,Cyber Security-l1,5000,2-10-2023 12:8:39,not paid
vqixngbf,dohaj,(391)756-736-8,vqixngbfdohaj@outlook.com,2mp30076875,mite,Offline,ai-ml,6000,26-10-2023 13:26:32,not paid
vhtgheu,gfvrq,(918)841-200-2,vhtgheugfvrq@yahoo.com,7al08224194,alvas,Online,Web Development,5000,24-6-2021 16:42:50,not paid
vgxs,sypl,(622)226-765-6,vgxssypl@gmail.com,6al41775502,alvas,Online,Web Development-15weeks,3000,21-3-2022 16:29:23,paid
cky,rbh,(248)739-257-7,ckyrbh@gmail.com,3sp19026786,sdm,Online,Web Development-15weeks,3000,19-9-2023 14:36:37,not paid
tetbuvr,yyahe,(385)443-586-6,tetbuvryyahe@outlook.com,7sp39114114,sdm,Offline,Java Full-stack,5500,12-3-2021 17:58:42,not paid
uzviw,aasyb,(356)367-168-5,uzviwaasyb@outlook.com,7nm71112948,nitte,Offline,iot,4000,16-12-2023 12:27:2,paid
wfzslgo,bjavs,(968)763-419-9,wfzslgobjavs@yahoo.com,5m67653752,manipal,Online,Java Full-stack,5500,15-1-2023 12:55:46,paid
mbmkfp,oyles,(412)935-479-2,mbmkfpoyles@outlook.com,1mp02949343,mite,Online,Cyber Security-l1,5000,23-7-2023 16:18:37,paid
mbnmv,ppvzb,(719)096-016-2,mbnmvppvzb@outlook.com,8m47072366,manipal,Online,Web Development,5000,24-9-2021 16:55:31,paid
ynlxq,rkxgw,(384)813-705-5,ynlxqrkxgw@yahoo.com,4nm08844194,nitte,Offline,Cyber Security-l1,5000,25-7-2021 11:21:14,paid
ryhzg,pivma,(449)081-329-5,ryhzgpivma@outlook.com,0al88019536,alvas,Online,Java Full-stack,5500,13-3-2023 14:34:24,not paid
owwcy,wywnn,(738)788-513-9,owwcywywnn@yahoo.com,5nm46206632,nitte,Online,Web Development,5000,22-2-2021 13:13:37,paid
zby,nvr,(825)547-835-4,zbynvr@outlook.com,5m32491769,manipal,Online,iot,4000,5-3-2021 10:22:31,not paid
wpxioesq,kwvru,(200)539-207-4,wpxioesqkwvru@yahoo.com,1al08436445,alvas,Offline,Cyber Security-l1,5000,28-3-2021 12:35:14,not paid
hbccvggh,ewjty,(713)187-885-4,hbccvgghewjty@yahoo.com,8nm94814552,nitte,Online,Web Development-15weeks,3000,7-3-2021 14:19:32,not paid
tvmhh,groyc,(849)259-435-9,tvmhhgroyc@gmail.com,9al42491739,alvas,Online,ai-ml,6000,8-11-2021 14:2:13,not paid
yhkajek,koyji,(303)805-053-2,yhkajekkoyji@gmail.com,6mp90167228,mite,Online,Cyber Security-l0,4500,17-5-2023 16:34:38,not paid
xsjkpxlo,jwypu,(624)652-785-2,xsjkpxlojwypu@yahoo.com,2nm09373819,nitte,Online,ai-ml,6000,28-12-2021 13:1:29,paid
xhp,liu,(227)085-484-1,xhpliu@yahoo.com,9sp15391327,sdm,Online,Web Development,5000,9-1-2022 16:24:15,not paid
ubtqyj,nqauv,(686)779-434-4,ubtqyjnqauv@gmail.com,1sp25843977,sdm,Online,ai-ml,6000,23-2-2023 10:43:47,not paid
vongcoa,udwun,(037)292-079-0,vongcoaudwun@gmail.com,7mp19423809,mite,Online,ai-ml,6000,19-8-2023 10:51:4,paid
oyuvlrs,fvcjo,(760)095-290-4,oyuvlrsfvcjo@gmail.com,7al47607603,alvas,Offline,Java Full-stack,5500,28-12-2023 16:49:45,paid
confj,faneu,(514)033-647-0,confjfaneu@gmail.com,1m20206586,manipal,Online,Cyber Security-l0,4500,18-10-2021 13:47:41,paid
qdj,lvu,(946)312-832-0,qdjlvu@gmail.com,2sp52341580,sdm,Online,Cyber Security-l1,5000,17-10-2022 16:7:24,not paid
qrx,pie,(361)047-158-0,qrxpie@yahoo.com,6sp75120286,sdm,Offline,Cyber Security-l1,5000,5-7-2021 13:41:36,not paid
baax,hulq,(551)540-701-2,baaxhulq@yahoo.com,1al12678152,alvas,Online,iot,4000,26-6-2022 17:28:50,paid
xuqqqubs,fjlfj,(030)303-562-6,xuqqqubsfjlfj@gmail.com,3al40350226,alvas,Offline,ai-ml,6000,2-12-2023 11:11:26,paid
scua,tphs,(575)795-705-8,scuatphs@yahoo.com,0al90942422,alvas,Offline,Cyber Security-l1,5000,14-3-2022 16:57:29,paid
vqsyizb,gdryb,(650)809-414-8,vqsyizbgdryb@yahoo.com,8sp57436692,sdm,Online,ai-ml,6000,23-1-2023 15:24:32,not paid
qbg,pec,(389)129-089-5,qbgpec@outlook.com,7mp35084949,mite,Offline,Web Development-15weeks,3000,9-11-2021 12:43:23,paid
vrm,jvv,(850)254-720-3,vrmjvv@outlook.com,1sp13193499,sdm,Offline,Cyber Security-l1,5000,2-3-2023 11:59:14,paid
ifkf,tdhr,(457)150-492-2,ifkftdhr@outlook.com,1al11495797,alvas,Offline,Cyber Security-l0,4500,11-12-2022 14:27:25,not paid
yxi,pzs,(255)750-439-4,yxipzs@yahoo.com,9m06328812,manipal,Online,Java Full-stack,5500,5-3-2022 14:25:41,paid
jralsle,xwqqh,(720)788-999-7,jralslexwqqh@gmail.com,1mp86041182,mite,Online,Web Development,5000,27-10-2021 13:24:12,paid
echofyjb,kqiex,(445)175-869-5,echofyjbkqiex@yahoo.com,3m39093917,manipal,Online,Cyber Security-l1,5000,5-2-2023 11:21:4,not paid
tlybv,kyayb,(228)475-920-6,tlybvkyayb@gmail.com,8al71754602,alvas,Offline,Web Development-15weeks,3000,24-1-2021 16:16:47,not paid
vfwcirx,kwbcw,(034)849-279-1,vfwcirxkwbcw@outlook.com,3m78507687,manipal,Offline,iot,4000,19-11-2023 17:48:31,not paid
yadadrql,gntnc,(610)370-722-6,yadadrqlgntnc@yahoo.com,2m67057014,manipal,Online,ai-ml,6000,8-3-2022 16:10:22,paid
ocfxw,fqgst,(553)272-897-2,ocfxwfqgst@gmail.com,3sp07581170,sdm,Offline,Web Development,5000,16-5-2023 17:54:4,not paid
jmhfknvu,ckypm,(807)813-026-3,jmhfknvuckypm@outlook.com,5al96145249,alvas,Online,Web Development-15weeks,3000,9-12-2021 16:31:42,paid
wkekzqz,xujpq,(412)550-478-8,wkekzqzxujpq@outlook.com,6al24652826,alvas,Online,Web Development,5000,14-7-2022 15:47:38,not paid
bjz,kfb,(258)503-251-8,bjzkfb@yahoo.com,6sp86681461,sdm,Offline,iot,4000,26-11-2023 10:47:23,paid
grbaje,cguyg,(407)711-565-2,grbajecguyg@outlook.com,6nm15255792,nitte,Offline,iot,4000,2-12-2022 13:55:4,not paid
ckcb,zway,(581)225-061-4,ckcbzway@outlook.com,3sp94286702,sdm,Offline,Cyber Security-l0,4500,8-5-2022 11:33:14,not paid
pxiia,nmexm,(882)570-957-4,pxiianmexm@gmail.com,6mp43697228,mite,Online,Web Development,5000,23-1-2021 17:55:12,not paid
lhnezbgf,bqxvw,(822)041-617-6,lhnezbgfbqxvw@outlook.com,4al82890521,alvas,Offline,Cyber Security-l1,5000,24-8-2022 10:37:35,paid
nhc,wal,(062)719-300-0,nhcwal@gmail.com,4nm92110698,nitte,Offline,Java Full-stack,5500,2-10-2022 13:17:40,paid
skjhlh,rismo,(865)125-717-3,skjhlhrismo@gmail.com,0m40118955,manipal,Online,iot,4000,11-12-2023 13:47:24,paid
camfyg,xnazy,(505)459-108-3,camfygxnazy@gmail.com,9m97521748,manipal,Online,iot,4000,13-8-2023 11:34:40,not paid
nvxxhj,zordo,(166)370-621-9,nvxxhjzordo@outlook.com,7m19616632,manipal,Offline,Web Development-15weeks,3000,3-5-2021 10:14:3,not paid
otxqq,fovxn,(289)819-505-0,otxqqfovxn@yahoo.com,4mp52462234,mite,Offline,Web Development,5000,22-9-2021 12:54:30,not paid
ujsg,sqma,(504)449-412-5,ujsgsqma@gmail.com,0sp87785293,sdm,Offline,Web Development-15weeks,3000,28-3-2021 15:11:8,not paid
jkzojen,ltkbx,(213)990-435-0,jkzojenltkbx@outlook.com,7m54125083,manipal,Offline,Cyber Security-l0,4500,6-6-2021 17:24:48,not paid
txrjywbv,zjlbb,(237)400-741-7,txrjywbvzjlbb@yahoo.com,5sp40005302,sdm,Offline,Web Development-15weeks,3000,28-8-2023 16:28:30,not paid
lrzeb,rauhr,(750)848-247-7,lrzebrauhr@gmail.com,7al69724581,alvas,Online,Web Development,5000,14-3-2023 12:59:14,paid
mifaztc,vryxj,(495)483-919-9,mifaztcvryxj@gmail.com,8al67634689,alvas,Online,Java Full-stack,5500,6-10-2021 12:53:24,paid
riwhgbpz,ekavi,(760)593-463-1,riwhgbpzekavi@gmail.com,4mp08330492,mite,Offline,ai-ml,6000,20-6-2023 16:35:29,not paid
ugveql,fffzd,(867)654-300-3,ugveqlfffzd@yahoo.com,0nm80569959,nitte,Online,ai-ml,6000,21-9-2023 17:55:30,not paid
terg,ebzw,(207)454-054-4,tergebzw@outlook.com,4al15800401,alvas,Offline,ai-ml,6000,10-10-2021 10:43:34,not paid
rrfm,snes,(637)307-343-4,rrfmsnes@outlook.com,2sp36239509,sdm,Offline,Java Full-stack,5500,18-6-2023 16:20:43,not paid
vstqtdgq,ozaav,(668)941-489-9,vstqtdgqozaav@outlook.com,5mp95487845,mite,Offline,Web Development-15weeks,3000,10-8-2022 14:18:6,not paid
yvya,xnps,(095)368-172-4,yvyaxnps@gmail.com,9mp99327971,mite,Offline,Cyber Security-l0,4500,13-10-2023 17:17:22,paid
lmd,xqz,(658)426-272-7,lmdxqz@outlook.com,6sp94034172,sdm,Offline,ai-ml,6000,15-12-2022 13:38:26,not paid
aghvu,nrpkz,(266)606-662-7,aghvunrpkz@outlook.com,1mp81708407,mite,Online,Cyber Security-l0,4500,23-8-2021 14:47:8,paid
fobp,reiw,(059)313-005-5,fobpreiw@gmail.com,9mp61546598,mite,Online,Cyber Security-l0,4500,13-7-2021 17:44:22,not paid
puhggwql,taitu,(821)603-213-3,puhggwqltaitu@gmail.com,7mp39880789,mite,Online,ai-ml,6000,26-3-2022 15:41:40,paid
ofpp,qpxk,(993)632-784-3,ofppqpxk@yahoo.com,3al00129457,alvas,Online,ai-ml,6000,12-3-2022 17:9:18,paid
ynjnx,vnuug,(335)083-927-3,ynjnxvnuug@yahoo.com,0sp40152263,sdm,Offline,Java Full-stack,5500,13-6-2022 16:17:23,paid
mpldyxjd,aareu,(504)572-565-0,mpldyxjdaareu@gmail.com,5sp83250790,sdm,Online,Web Development,5000,16-6-2023 15:4:49,not paid
kia,lko,(806)651-122-6,kialko@outlook.com,4al93553066,alvas,Offline,Web Development-15weeks,3000,1-7-2022 17:54:18,not paid
was,tuy,(945)921-379-4,wastuy@gmail.com,6mp55670925,mite,Online,Cyber Security-l0,4500,9-10-2023 13:33:2,paid
kympm,dbkwc,(723)118-980-0,kympmdbkwc@yahoo.com,0mp25421680,mite,Offline,Web Development,5000,14-3-2023 10:37:27,paid
cooqq,xhgjf,(225)529-737-0,cooqqxhgjf@outlook.com,2al20229364,alvas,Online,Web Development,5000,13-11-2021 10:35:18,not paid
hisdiplt,fekdf,(373)386-178-9,hisdipltfekdf@gmail.com,5sp27644398,sdm,Online,ai-ml,6000,15-4-2021 12:19:1,paid
oaozpjn,npsvr,(459)733-461-1,oaozpjnnpsvr@gmail.com,2al55153996,alvas,Offline,Cyber Security-l1,5000,11-3-2022 10:18:44,paid
ajrn,ouhd,(377)725-852-1,ajrnouhd@gmail.com,1mp77248505,mite,Offline,Web Development-15weeks,3000,9-6-2021 11:22:5,not paid
yqpcy,tnccr,(814)463-628-3,yqpcytnccr@yahoo.com,1al31351597,alvas,Online,Java Full-stack,5500,4-4-2023 16:40:12,paid
qctplh,euols,(782)683-810-3,qctplheuols@outlook.com,9mp74602707,mite,Offline,Cyber Security-l1,5000,9-5-2022 10:47:21,paid
jawrpvm,qyror,(675)591-670-7,jawrpvmqyror@yahoo.com,5mp88072084,mite,Offline,iot,4000,14-1-2022 15:18:44,not paid
lpw,srt,(706)737-028-3,lpwsrt@outlook.com,4al26672822,alvas,Online,Web Development,5000,14-1-2023 14:5:39,paid
eowy,ykkr,(924)146-535-7,eowyykkr@yahoo.com,4nm65195910,nitte,Online,ai-ml,6000,12-4-2022 11:11:25,paid
irqyxxxn,xghmx,(733)192-797-1,irqyxxxnxghmx@outlook.com,3nm09466167,nitte,Offline,Cyber Security-l0,4500,21-6-2023 16:51:42,not paid
qfjiczb,dneil,(447)053-516-5,qfjiczbdneil@yahoo.com,1m17933842,manipal,Offline,Cyber Security-l1,5000,16-8-2021 14:46:15,not paid
wzgomsy,idqbp,(518)840-725-7,wzgomsyidqbp@yahoo.com,8mp94495150,mite,Offline,Web Development-15weeks,3000,16-9-2021 16:31:41,not paid
fsmeqzrt,nzxxd,(114)085-539-8,fsmeqzrtnzxxd@outlook.com,1sp53772147,sdm,Offline,Cyber Security-l0,4500,21-5-2022 10:18:23,paid
ktefvro,yuvst,(925)317-501-1,ktefvroyuvst@yahoo.com,5mp32348053,mite,Offline,Cyber Security-l0,4500,27-6-2021 15:45:17,not paid
tghtkk,josbt,(381)073-323-0,tghtkkjosbt@outlook.com,6m59431944,manipal,Offline,Java Full-stack,5500,23-11-2023 11:48:33,paid
ahk,dxy,(286)547-982-2,ahkdxy@gmail.com,7nm51505171,nitte,Online,Java Full-stack,5500,7-5-2022 12:5:43,paid
eli,pih,(769)218-215-0,elipih@outlook.com,1mp60857372,mite,Online,ai-ml,6000,21-1-2022 13:11:18,not paid
dzsg,yesm,(796)117-015-9,dzsgyesm@yahoo.com,4sp22192957,sdm,Online,Cyber Security-l0,4500,7-12-2022 16:21:34,paid
fcydv,fgbhx,(656)315-170-6,fcydvfgbhx@gmail.com,9sp17337318,sdm,Online,Web Development-15weeks,3000,17-6-2023 13:50:38,paid
rthst,qdefp,(890)342-740-3,rthstqdefp@outlook.com,7sp93541257,sdm,Offline,Cyber Security-l1,5000,7-2-2021 11:40:30,not paid
xha,zdf,(079)665-646-7,xhazdf@gmail.com,9al27998340,alvas,Offline,Web Development-15weeks,3000,6-10-2023 11:17:44,not paid
vxcmt,ciehd,(772)892-113-2,vxcmtciehd@yahoo.com,2sp28315551,sdm,Online,Cyber Security-l0,4500,9-4-2021 17:22:2,paid
moinzzhj,rytze,(861)059-069-5,moinzzhjrytze@yahoo.com,2sp65751855,sdm,Online,Cyber Security-l0,4500,1-5-2022 12:55:27,not paid
bmporb,lhpmt,(098)598-832-0,bmporblhpmt@yahoo.com,9sp03881373,sdm,Offline,ai-ml,6000,5-2-2022 16:52:27,not paid
heqedesk,adhwu,(202)963-066-7,heqedeskadhwu@yahoo.com,2sp49410183,sdm,Offline,ai-ml,6000,20-2-2021 16:44:21,paid
eetmyza,uzonz,(137)958-858-7,eetmyzauzonz@outlook.com,9sp23841876,sdm,Offline,Cyber Security-l0,4500,14-5-2021 10:40:37,paid
idq,crx,(236)034-569-7,idqcrx@outlook.com,4nm00871045,nitte,Online,iot,4000,14-7-2022 16:50:27,not paid
mky,fls,(442)921-439-9,mkyfls@outlook.com,2nm34968450,nitte,Offline,Web Development,5000,26-8-2021 12:33:18,not paid
thiqro,jfqof,(751)399-669-6,thiqrojfqof@outlook.com,1mp25629150,mite,Online,Web Development,5000,13-3-2021 14:22:7,paid
ldqdeytg,pivou,(411)014-384-4,ldqdeytgpivou@outlook.com,0nm41548484,nitte,Offline,iot,4000,9-7-2023 12:28:27,not paid
mtaasa,itgpx,(218)000-168-9,mtaasaitgpx@gmail.com,6al57179767,alvas,Offline,Web Development,5000,27-2-2023 10:16:20,paid
twfdjv,pwcsv,(464)536-990-3,twfdjvpwcsv@gmail.com,0sp14847966,sdm,Offline,Java Full-stack,5500,7-4-2021 13:14:8,not paid
aawohzf,krcub,(047)416-464-5,aawohzfkrcub@yahoo.com,0m64508789,manipal,Online,Cyber Security-l1,5000,14-11-2022 16:56:36,not paid
eqeguvh,dcwgi,(262)948-741-2,eqeguvhdcwgi@yahoo.com,2m79256739,manipal,Offline,Cyber Security-l0,4500,7-7-2021 10:55:50,not paid
qpwisinq,ftdzn,(013)815-478-0,qpwisinqftdzn@outlook.com,6m13327228,manipal,Online,ai-ml,6000,14-9-2023 12:26:26,not paid
mpm,zke,(294)578-392-2,mpmzke@outlook.com,1m02485445,manipal,Online,Cyber Security-l1,5000,26-5-2022 17:22:18,paid
adwoo,ltuca,(397)989-443-0,adwooltuca@yahoo.com,6mp04224511,mite,Online,iot,4000,24-3-2023 11:50:24,not paid
jijwjq,elkfd,(264)007-523-1,jijwjqelkfd@outlook.com,7al62057904,alvas,Online,Java Full-stack,5500,12-9-2021 16:11:9,paid
mcxyv,dvztc,(643)729-124-8,mcxyvdvztc@outlook.com,5m08554673,manipal,Online,iot,4000,8-6-2022 17:38:25,not paid
